央视频道,#genre#
熊猫电影-甄子丹,https://aldirect.hls.huya.com/huyalive/29169025-2686219938-11537226783573147648-2847699096-10057-A-1524024759-1_1200.m3u8
熊猫电影-徐克,https://aldirect.hls.huya.com/huyalive/29106097-2689447148-11551087544980471808-2789253872-10057-A-1525420294-1_1200.m3u8
熊猫电影-超级英雄,https://aldirect.hls.huya.com/huyalive/30765679-2504742278-10757786168918540288-3049003128-10057-A-0-1_1200.m3u8
熊猫电影-女神系列2,https://aldirect.hls.huya.com/huyalive/94525224-2472147404-10617792251071299584-2777026638-10057-A-0-1_1200.m3u8
熊猫电影-五福星系列,https://aldirect.hls.huya.com/huyalive/29169025-2686220040-11537227221659811840-2713685416-10057-A-1524041498-1_1200.m3u8
熊猫电影-红色经典,https://aldirect.hls.huya.com/huyalive/30765679-2533224718-10880117317228822528-3049003134-10057-A-0-1_1200.m3u8
熊猫电影-黑帮大片,https://js.hls.huya.com/huyalive/30765679-2523417522-10837995731143360512-2777068634-10057-A-0-1_1200.m3u8
熊猫电影-黑帮大片,https://js.hls.huya.com/huyalive/30765679-2523417522-10837995731143360512-2777068634-10057-A-0-1_1200.m3u8
熊猫电影-顶级科幻,https://aldirect.hls.huya.com/huyalive/28466698-2689656864-11551988268341919744-2847699194-10057-A-0-1_1200.m3u8
熊猫电影-速度与激情,https://aldirect.hls.huya.com/huyalive/29169025-2686219962-11537226886652362752-2710080226-10057-A-0-1_1200.m3u8
熊猫电影-惊悚大片,https://aldirect.hls.huya.com/huyalive/29106097-2689447600-11551089486305689600-2789274568-10057-A-1525420695-1_1200.m3u8
熊猫电影-搞笑港片,https://aldirect.hls.huya.com/huyalive/30765679-2480413542-10653295043445522432-3048959596-10057-A-0-1_1200.m3u8
熊猫电影-金庸熊猫电影,https://aldirect.hls.huya.com/huyalive/29359996-2689645314-11551938661469650944-2847687586-10057-A-0-1_1200.m3u8
熊猫电影-生化危机,https://aldirect.hls.huya.com/huyalive/28466698-2689654156-11551976637570482176-2847699186-10057-A-0-1_1200.m3u8
熊猫电影-重案六组,https://aldirect.hls.huya.com/huyalive/30765679-2523416621-10837991861377826816-2777027388-10057-A-0-1_1200.m3u8
熊猫电影-喜剧,https://aldirect.hls.huya.com/huyalive/30765679-2554414567-10971127025691000832-3048991638-10057-A-0-1_1200.m3u8
熊猫电影-死神来了,https://txdirect.hls.huya.com/huyalive/30765679-2484192708-10669526437821677568-3049003172-10057-A-0-1_1200.m3u8
熊猫电影-迪士尼,https://aldirect.hls.huya.com/huyalive/29106097-2689406818-11550914328949424128-2789274560-10057-A-1525417691-1_1200.m3u8
熊猫电影-灾难,https://aldirect.hls.huya.com/huyalive/29106097-2689453724-11551115788685410304-2847687506-10057-A-1525422901-1_1200.m3u8
熊猫电影-电锯惊魂,https://al.hls.huya.com/huyalive/29106097-2689451202-11551104956777889792-2789274590-10057-A-0-1_1200.m3u8
熊猫电影-开心鬼,https://aldirect.hls.huya.com/huyalive/29169025-2686221566-11537233775779905536-2789253842-10057-A-1523933708-1_1200.m3u8
熊猫电影-金庸熊猫电影,https://aldirect.hls.huya.com/huyalive/29359996-2689645314-11551938661469650944-2847687586-10057-A-0-1_1200.m3u8
熊猫电影-女神系列3,https://aldirect.hls.huya.com/huyalive/28466698-2689661530-11552008308659322880-3049003102-10057-A-0-1_1200.m3u8
熊猫电影-泰国鬼片,https://aldirect.hls.huya.com/huyalive/29169025-2686220062-11537227316149092352-2777037828-10057-A-1524041857-1_1200.m3u8

福建移动,#genre#
CCTV1HD,http://112.50.243.8/PLTV/88888888/224/3221225812/1.m3u8
CCTV2HD,http://112.50.243.9/PLTV/88888888/224/3221225923/1.m3u8
CCTV4,http://112.50.243.10/PLTV/88888888/224/3221225802/1.m3u8
CCTV5+HD,http://112.50.243.11/PLTV/88888888/224/3221225821/1.m3u8
CCTV7HD,http://112.50.243.12/PLTV/88888888/224/3221225805/1.m3u8
CCTV9HD,http://112.50.243.13/PLTV/88888888/224/3221225929/1.m3u8
CCTV10HD,http://112.50.243.8/PLTV/88888888/224/3221225814/1.m3u8
CCTV11,http://112.50.243.8/PLTV/88888888/224/3221225815/1.m3u8
CCTV12HD,http://112.50.243.8/PLTV/88888888/224/3221225816/1.m3u8
CCTV13,http://112.50.243.8/PLTV/88888888/224/3221225817/1.m3u8
CCTV14HD,http://112.50.243.8/PLTV/88888888/224/3221225819/1.m3u8
CCTV15,http://112.50.243.8/PLTV/88888888/224/3221225818/1.m3u8
NEWTV超级综艺,http://112.50.243.8/PLTV/88888888/224/3221225801/1.m3u8
NEWTV超级体育,http://112.50.243.8/PLTV/88888888/224/3221225803/1.m3u8
NEWTV超级电影,http://112.50.243.8/PLTV/88888888/224/3221225804/1.m3u8
NEWTV超级电视剧,http://112.50.243.8/PLTV/88888888/224/3221225806/1.m3u8
NEWTV动作电影,http://112.50.243.8/PLTV/88888888/224/3221225879/1.m3u8
NEWTV古装剧场,http://112.50.243.8/PLTV/88888888/224/3221225880/1.m3u8
NEWTV海外剧场,http://112.50.243.8/PLTV/88888888/224/3221225881/1.m3u8
NEWTV家庭剧场,http://112.50.243.8/PLTV/88888888/224/3221225882/1.m3u8
NEWTV健康有约,http://112.50.243.8/PLTV/88888888/224/3221225883/1.m3u8
NEWTV金牌综艺,http://112.50.243.8/PLTV/88888888/224/3221225884/1.m3u8
NEWTV精品大剧,http://112.50.243.8/PLTV/88888888/224/3221225889/1.m3u8
NEWTV精品电影,http://112.50.243.8/PLTV/88888888/224/3221225891/1.m3u8
NEWTV精品记录,http://112.50.243.8/PLTV/88888888/224/3221225888/1.m3u8
NEWTV精品体育,http://112.50.243.8/PLTV/88888888/224/3221225886/1.m3u8
NEWTV惊悚悬疑,http://112.50.243.8/PLTV/88888888/224/3221225885/1.m3u8
NEWTV军旅剧场,http://112.50.243.8/PLTV/88888888/224/3221225887/1.m3u8
NEWTV军事评论,http://112.50.243.8/PLTV/88888888/224/3221225890/1.m3u8
NEWTV明星大片,http://112.50.243.8/PLTV/88888888/224/3221225893/1.m3u8
NEWTV完美游戏,http://112.50.243.8/PLTV/88888888/224/3221225894/1.m3u8
NEWTV爱情喜剧,http://112.50.243.8/PLTV/88888888/224/3221225877/1.m3u8
NEWTV潮妈辣婆,http://112.50.243.8/PLTV/88888888/224/3221226107/1.m3u8
NEWTV动画王国,http://112.50.243.8/PLTV/88888888/224/3221225878/1.m3u8
NEWTV中国功夫,http://112.50.243.8/PLTV/88888888/224/3221225896/1.m3u8
NEWTV搏击,http://112.50.243.8/PLTV/88888888/224/3221225895/1.m3u8
CGTN,http://112.50.243.8/PLTV/88888888/224/3221225822/1.m3u8
CGTN记录,http://112.50.243.8/PLTV/88888888/224/3221225813/1.m3u8
东方卫视HD,http://112.50.243.8/PLTV/88888888/224/3221225936/1.m3u8
江苏卫视HD,http://112.50.243.8/PLTV/88888888/224/3221225930/1.m3u8
浙江卫视HD,http://112.50.243.8/PLTV/88888888/224/3221225934/1.m3u8
北京卫视HD,http://112.50.243.8/PLTV/88888888/224/3221225826/1.m3u8
广东卫视HD,http://112.50.243.8/PLTV/88888888/224/3221225824/1.m3u8
深圳卫视HD,http://112.50.243.8/PLTV/88888888/224/3221225848/1.m3u8
湖北卫视HD,http://112.50.243.8/PLTV/88888888/224/3221225840/1.m3u8
湖南卫视HD,http://112.50.243.8/PLTV/88888888/224/3221225827/1.m3u8
天津卫视HD,http://112.50.243.8/PLTV/88888888/224/3221225830/1.m3u8
山东卫视HD,http://112.50.243.8/PLTV/88888888/224/3221225843/1.m3u8
安徽卫视HD,http://112.50.243.8/PLTV/88888888/224/3221225844/1.m3u8
江西卫视HD,http://112.50.243.8/PLTV/88888888/224/3221225834/1.m3u8
重庆卫视HD,http://112.50.243.8/PLTV/88888888/224/3221225949/1.m3u8
辽宁卫视HD,http://112.50.243.8/PLTV/88888888/224/3221225947/1.m3u8
黑龙江卫视HD,http://112.50.243.8/PLTV/88888888/224/3221225862/1.m3u8
北京纪实HD,http://112.50.243.8/PLTV/88888888/224/3221225944/1.m3u8
动漫秀场HD,http://112.50.243.8/PLTV/88888888/224/3221226141/1.m3u8
极速汽车HD,http://112.50.243.8/PLTV/88888888/224/3221226140/1.m3u8
劲爆体育HD,http://112.50.243.8/PLTV/88888888/224/3221226139/1.m3u8
东南卫视,http://112.50.243.8/PLTV/88888888/224/3221225833/1.m3u8
甘肃卫视,http://112.50.243.8/PLTV/88888888/224/3221225845/1.m3u8
广西卫视,http://112.50.243.8/PLTV/88888888/224/3221225836/1.m3u8
重庆卫视,http://112.50.243.8/PLTV/88888888/224/3221225831/1.m3u8
贵州卫视,http://112.50.243.8/PLTV/88888888/224/3221225838/1.m3u8
河北卫视,http://112.50.243.8/PLTV/88888888/224/3221225837/1.m3u8
河南卫视,http://112.50.243.8/PLTV/88888888/224/3221225842/1.m3u8
吉林卫视,http://112.50.243.8/PLTV/88888888/224/3221225851/1.m3u8
康巴卫视,http://112.50.243.8/PLTV/88888888/224/3221225856/1.m3u8
辽宁卫视,http://112.50.243.8/PLTV/88888888/224/3221225832/1.m3u8
旅游卫视,http://112.50.243.8/PLTV/88888888/224/3221225855/1.m3u8
宁夏卫视,http://112.50.243.8/PLTV/88888888/224/3221225849/1.m3u8
青海卫视,http://112.50.243.8/PLTV/88888888/224/3221225841/1.m3u8
山东教育,http://112.50.243.8/PLTV/88888888/224/3221225873/1.m3u8
山西卫视,http://112.50.243.8/PLTV/88888888/224/3221225839/1.m3u8
陕西卫视,http://112.50.243.8/PLTV/88888888/224/3221225850/1.m3u8
四川卫视,http://112.50.243.8/PLTV/88888888/224/3221225835/1.m3u8
西藏卫视,http://112.50.243.8/PLTV/88888888/224/3221225854/1.m3u8
新疆卫视,http://112.50.243.8/PLTV/88888888/224/3221225852/1.m3u8
云南卫视,http://112.50.243.8/PLTV/88888888/224/3221225853/1.m3u8
内蒙古卫视,http://112.50.243.8/PLTV/88888888/224/3221225846/1.m3u8
法制天地,http://112.50.243.8/PLTV/88888888/224/3221226143/1.m3u8
教育频道1,http://112.50.243.8/PLTV/88888888/224/3221225869/1.m3u8
急速汽车,http://112.50.243.8/PLTV/88888888/224/3221226140/1.m3u8
先锋乒羽,http://112.50.243.8/PLTV/88888888/224/3221226131/1.m3u8
金鹰卡通,http://112.50.243.8/PLTV/88888888/224/3221225870/1.m3u8
卡酷少儿,http://112.50.243.8/PLTV/88888888/224/3221225871/1.m3u8
炫动卡通,http://112.50.243.8/PLTV/88888888/224/3221225872/1.m3u8
优漫卡通,http://112.50.243.8/PLTV/88888888/224/3221225874/1.m3u8
游戏风云,http://112.50.243.8/PLTV/88888888/224/3221226142/1.m3u8
快乐购,http://112.50.243.8/PLTV/88888888/224/3221226130/1.m3u8
茶频道,http://112.50.243.8/PLTV/88888888/224/3221226137/1.m3u8
家有购物,http://112.50.243.8/PLTV/88888888/224/3221225876/1.m3u8
风尚购物,http://112.50.243.8/PLTV/88888888/224/3221225875/1.m3u8
凤凰中文HD,http://112.50.243.4/PLTV/88888888/224/3221225900/1.m3u8
凤凰资讯HD,http://112.50.243.5/PLTV/88888888/224/3221225901/1.m3u8
快乐垂钓HD,http://112.50.243.5/PLTV/88888888/224/3221226132/1.m3u8
上海纪实HD,http://112.50.243.7/PLTV/88888888/224/3221225946/1.m3u8
北邮,#genre#
CCTV1,http://iptv.pdsu.edu.cn/hls/cctv1hd.m3u8
CCTV2,http://iptv.pdsu.edu.cn/hls/cctv2hd.m3u8
CCTV3,http://iptv.pdsu.edu.cn/hls/cctv3hd.m3u8
CCTV4,http://iptv.pdsu.edu.cn/hls/cctv4hd.m3u8
CCTV5,http://iptv.pdsu.edu.cn/hls/cctv5hd.m3u8
CCTV5+,http://iptv.pdsu.edu.cn/hls/cctv5phd.m3u8
CCTV6,http://iptv.pdsu.edu.cn/hls/cctv6hd.m3u8
CCTV7,http://iptv.pdsu.edu.cn/hls/cctv7hd.m3u8
CCTV8,http://iptv.pdsu.edu.cn/hls/cctv8hd.m3u8
CCTV9,http://iptv.pdsu.edu.cn/hls/cctv9hd.m3u8
CCTV10,http://iptv.pdsu.edu.cn/hls/cctv10hd.m3u8
CCTV11,http://iptv.pdsu.edu.cn/hls/cctv11.m3u8
CCTV12,http://iptv.pdsu.edu.cn/hls/cctv12hd.m3u8
CCTV13,http://iptv.pdsu.edu.cn/hls/cctv13.m3u8
CCTV14,http://iptv.pdsu.edu.cn/hls/cctv14hd.m3u8
CCTV15,http://iptv.pdsu.edu.cn/hls/cctv15.m3u8
CCTV第一剧场,http://iptv.pdsu.edu.cn/hls/dyjctv.m3u8
CCTV风云剧场,http://iptv.pdsu.edu.cn/hls/fyjctv.m3u8
CCTV怀旧剧场,http://iptv.pdsu.edu.cn/hls/hjjctv.m3u8
CCTV风云音乐,http://iptv.pdsu.edu.cn/hls/fyyytv.m3u8
CCTV世界地理,http://iptv.pdsu.edu.cn/hls/sjdltv.m3u8
CETV1,http://iptv.pdsu.edu.cn/hls/cetv1hd.m3u8
CETV3,http://iptv.pdsu.edu.cn/hls/cetv3.m3u8
CETV4,http://iptv.pdsu.edu.cn/hls/cetv.m3u8
CHC动作电影,http://iptv.pdsu.edu.cn/hls/chcatv.m3u8
CHC家庭影院,http://iptv.pdsu.edu.cn/hls/chctv.m3u8
东方卫视,http://iptv.pdsu.edu.cn/hls/dfhd.m3u8
湖南卫视,http://iptv.pdsu.edu.cn/hls/hunanhd.m3u8
浙江卫视,http://iptv.pdsu.edu.cn/hls/zjhd.m3u8
广东卫视,http://iptv.pdsu.edu.cn/hls/gdhd.m3u8
北京卫视,http://iptv.pdsu.edu.cn/hls/btv1hd.m3u8
江苏卫视,http://iptv.pdsu.edu.cn/hls/jshd.m3u8
重庆卫视,http://iptv.pdsu.edu.cn/hls/cqhd.m3u8
天津卫视,http://iptv.pdsu.edu.cn/hls/tjhd.m3u8
黑龙江卫视,http://iptv.pdsu.edu.cn/hls/hljtv.m3u8
辽宁卫视,http://iptv.pdsu.edu.cn/hls/lnhd.m3u8
安徽卫视,http://iptv.pdsu.edu.cn/hls/ahhd.m3u8
东南卫视,http://iptv.pdsu.edu.cn/hls/dnhd.m3u8
湖北卫视,http://iptv.pdsu.edu.cn/hls/hbhd.m3u8
山东卫视,http://iptv.pdsu.edu.cn/hls/sdhd.m3u8
江西卫视,http://iptv.pdsu.edu.cn/hls/jxhd.m3u8
河北卫视,http://iptv.pdsu.edu.cn/hls/hebhd.m3u8
深圳卫视,http://iptv.pdsu.edu.cn/hls/szhd.m3u8
四川卫视,http://iptv.pdsu.edu.cn/hls/schd.m3u8
吉林卫视,http://iptv.pdsu.edu.cn/hls/jltv.m3u8
河南卫视,http://iptv.pdsu.edu.cn/hls/hntv.m3u8
陕西卫视,http://iptv.pdsu.edu.cn/hls/sxtv.m3u8
广西卫视,http://iptv.pdsu.edu.cn/hls/gxtv.m3u8
山西卫视,http://iptv.pdsu.edu.cn/hls/sxrtv.m3u8
云南卫视,http://iptv.pdsu.edu.cn/hls/yntv.m3u8
贵州卫视,http://iptv.pdsu.edu.cn/hls/gztv.m3u8
青海卫视,http://iptv.pdsu.edu.cn/hls/qhtv.m3u8
西藏卫视,http://iptv.pdsu.edu.cn/hls/xztv.m3u8
内蒙古卫视,http://iptv.pdsu.edu.cn/hls/nmtv.m3u8
宁夏卫视,http://iptv.pdsu.edu.cn/hls/nxtv.m3u8
甘肃卫视,http://iptv.pdsu.edu.cn/hls/gstv.m3u8
新疆卫视,http://iptv.pdsu.edu.cn/hls/xjtv.m3u8
厦门卫视,http://iptv.pdsu.edu.cn/hls/xmtv.m3u8
兵团卫视,http://iptv.pdsu.edu.cn/hls/bttv.m3u8
凤凰中文,http://iptv.pdsu.edu.cn/hls/fhzw.m3u8
凤凰资讯,http://iptv.pdsu.edu.cn/hls/fhzx.m3u8
凤凰电影,http://iptv.pdsu.edu.cn/hls/fhdy.m3u8
星空卫视,http://iptv.pdsu.edu.cn/hls/startv.m3u8
国家地理,http://iptv.pdsu.edu.cn/hls/natlgeo.m3u8
北京影视,http://iptv.pdsu.edu.cn/hls/btv4hd.m3u8
北京文艺,http://iptv.pdsu.edu.cn/hls/btv2hd.m3u8
北京科教,http://iptv.pdsu.edu.cn/hls/btv3.m3u8
北京财经,http://iptv.pdsu.edu.cn/hls/btv5.m3u8
北京生活,http://iptv.pdsu.edu.cn/hls/btv7.m3u8
北京青年,http://iptv.pdsu.edu.cn/hls/btv8.m3u8
北京新闻,http://iptv.pdsu.edu.cn/hls/btv9.m3u8
北京纪实,http://iptv.pdsu.edu.cn/hls/btv11hd.m3u8
沈阳移动,#genre#
CETV-1,http://39.134.52.153/PLTV/88888888/224/3221225702/1.m3u8
都市剧场,http://39.134.52.153/PLTV/88888888/224/3221225700/1.m3u8
中央-4,http://39.134.52.153/PLTV/88888888/224/3221225703/1.m3u8
嘉佳卡通,http://39.134.52.153/PLTV/88888888/224/3221225701/1.m3u8
海南卫视,http://39.134.52.153/PLTV/88888888/224/3221225705/1.m3u8
重庆卫视,http://39.134.52.153/PLTV/88888888/224/3221225707/1.m3u8
四川卫视,http://39.134.52.153/PLTV/88888888/224/3221225704/1.m3u8
中央-7,http://39.134.52.153/PLTV/88888888/224/3221225708/1.m3u8
贵州卫视,http://39.134.52.153/PLTV/88888888/224/3221225711/1.m3u8
游戏风云,http://39.134.52.153/PLTV/88888888/224/3221225710/1.m3u8
吉林卫视,http://39.134.52.153/PLTV/88888888/224/3221225709/1.m3u8
青海卫视,http://39.134.52.153/PLTV/88888888/224/3221225712/1.m3u8
河北卫视,http://39.134.52.153/PLTV/88888888/224/3221225713/1.m3u8
云南卫视,http://39.134.52.153/PLTV/88888888/224/3221225717/1.m3u8
广西卫视,http://39.134.52.153/PLTV/88888888/224/3221225718/1.m3u8
河南卫视,http://39.134.52.153/PLTV/88888888/224/3221225720/1.m3u8
内蒙古卫视,http://39.134.52.153/PLTV/88888888/224/3221225722/1.m3u8
陕西卫视,http://39.134.52.153/PLTV/88888888/224/3221225724/1.m3u8
新疆卫视,http://39.134.52.153/PLTV/88888888/224/3221225725/1.m3u8
甘肃卫视,http://39.134.52.153/PLTV/88888888/224/3221225729/1.m3u8
兵团卫视,http://39.134.52.153/PLTV/88888888/224/3221225733/1.m3u8
宁夏卫视,http://39.134.52.153/PLTV/88888888/224/3221225737/1.m3u8
山西卫视,http://39.134.52.153/PLTV/88888888/224/3221225746/1.m3u8
高清测试,http://39.134.52.153/PLTV/88888888/224/3221225750/1.m3u8
湖北卫视高清,http://39.134.52.153/PLTV/88888888/224/3221225749/1.m3u8
深圳卫视高清,http://39.134.52.153/PLTV/88888888/224/3221225753/1.m3u8
江苏卫视高清,http://39.134.52.153/PLTV/88888888/224/3221225762/1.m3u8
黑龙江卫视高清,http://39.134.52.153/PLTV/88888888/224/3221225768/1.m3u8
中央-14,http://39.134.52.153/PLTV/88888888/224/3221225771/1.m3u8
广东卫视高清,http://39.134.52.153/PLTV/88888888/224/3221225772/1.m3u8
中央-2,http://39.134.52.153/PLTV/88888888/224/3221225780/1.m3u8
中央-10,http://39.134.52.153/PLTV/88888888/224/3221225789/1.m3u8
中央-12,http://39.134.52.153/PLTV/88888888/224/3221225795/1.m3u8
中央-11,http://39.134.52.153/PLTV/88888888/224/3221225796/1.m3u8
中央-13,http://39.134.52.153/PLTV/88888888/224/3221225802/1.m3u8
西藏卫视,http://39.134.52.153/PLTV/88888888/224/3221225805/1.m3u8
中央-15,http://39.134.52.153/PLTV/88888888/224/3221225806/1.m3u8
东方财经浦东,http://39.134.52.153/PLTV/88888888/224/3221225812/1.m3u8
极速汽车,http://39.134.52.153/PLTV/88888888/224/3221225813/1.m3u8
动漫秀场,http://39.134.52.153/PLTV/88888888/224/3221225820/1.m3u8
金鹰卡通,http://39.134.52.153/PLTV/88888888/224/3221225824/1.m3u8
卡酷少儿,http://39.134.52.153/PLTV/88888888/224/3221225825/1.m3u8
法治天地,http://39.134.52.153/PLTV/88888888/224/3221225831/1.m3u8
百视1,http://39.134.52.153/PLTV/88888888/224/3221225839/1.m3u8
百视2,http://39.134.52.153/PLTV/88888888/224/3221225848/1.m3u8
北京卫视高清,http://39.134.52.153/PLTV/88888888/224/3221225852/1.m3u8
山东卫视高清,http://39.134.52.153/PLTV/88888888/224/3221225856/1.m3u8
湖南卫视高清,http://39.134.52.153/PLTV/88888888/224/3221225860/1.m3u8
东方卫视高清,http://39.134.52.153/PLTV/88888888/224/3221225861/1.m3u8
浙江卫视高清,http://39.134.52.153/PLTV/88888888/224/3221225870/1.m3u8
百视3,http://39.134.52.153/PLTV/88888888/224/3221225875/1.m3u8
中央-1高清,http://39.134.52.153/PLTV/88888888/224/3221225876/1.m3u8
百视4,http://39.134.52.153/PLTV/88888888/224/3221225882/1.m3u8
百视5,http://39.134.52.153/PLTV/88888888/224/3221225883/1.m3u8
百视6,http://39.134.52.153/PLTV/88888888/224/3221225884/1.m3u8
百视7,http://39.134.52.153/PLTV/88888888/224/3221225890/1.m3u8
百视8,http://39.134.52.153/PLTV/88888888/224/3221225889/1.m3u8
百视9,http://39.134.52.153/PLTV/88888888/224/3221225891/1.m3u8
百视10,http://39.134.52.153/PLTV/88888888/224/3221225893/1.m3u8
天津卫视高清,http://39.134.52.153/PLTV/88888888/224/3221225898/1.m3u8
江西卫视高清,http://39.134.52.153/PLTV/88888888/224/3221225897/1.m3u8
东南卫视高清,http://39.134.52.153/PLTV/88888888/224/3221225899/1.m3u8
安徽卫视高清,http://39.134.52.153/PLTV/88888888/224/3221225900/1.m3u8
辽宁卫视高清,http://39.134.52.153/PLTV/88888888/224/3221225901/1.m3u8
PP体育1,http://39.134.52.153/PLTV/88888888/224/3221226058/1.m3u8
PP体育2,http://39.134.52.153/PLTV/88888888/224/3221226060/1.m3u8
PP体育3,http://39.134.52.153/PLTV/88888888/224/3221226067/1.m3u8
PP体育4,http://39.134.52.153/PLTV/88888888/224/3221226069/1.m3u8
辽宁卫视,http://39.134.52.153/PLTV/88888888/224/3221226072/1.m3u8
PP体育5,http://39.134.52.153/PLTV/88888888/224/3221226071/1.m3u8
PP体育6,http://39.134.52.153/PLTV/88888888/224/3221226073/1.m3u8
浙江卫视高清,http://39.134.52.153/PLTV/88888888/224/3221226074/1.m3u8
PP体育7,http://39.134.52.153/PLTV/88888888/224/3221226075/1.m3u8
山西卫视,http://39.134.52.153/PLTV/88888888/224/3221226076/1.m3u8
四川卫视,http://39.134.52.153/PLTV/88888888/224/3221226078/1.m3u8
PP体育8,http://39.134.52.153/PLTV/88888888/224/3221226077/1.m3u8
PP体育9,http://39.134.52.153/PLTV/88888888/224/3221226079/1.m3u8
江西卫视,http://39.134.52.153/PLTV/88888888/224/3221226080/1.m3u8
江苏卫视,http://39.134.52.153/PLTV/88888888/224/3221226082/1.m3u8
PP体育10,http://39.134.52.153/PLTV/88888888/224/3221226081/1.m3u8
黑龙江卫视高清,http://39.134.52.153/PLTV/88888888/224/3221226084/1.m3u8
浙江卫视,http://39.134.52.153/PLTV/88888888/224/3221226086/1.m3u8
优漫卡通,http://39.134.52.153/PLTV/88888888/224/3221226088/1.m3u8
新疆卫视,http://39.134.52.153/PLTV/88888888/224/3221226090/1.m3u8
宁夏卫视,http://39.134.52.153/PLTV/88888888/224/3221226092/1.m3u8
卡酷少儿,http://39.134.52.153/PLTV/88888888/224/3221226094/1.m3u8
金鹰卡通,http://39.134.52.153/PLTV/88888888/224/3221226096/1.m3u8
PP体育11,http://39.134.52.153/PLTV/88888888/224/3221226097/1.m3u8
江苏卫视高清,http://39.134.52.153/PLTV/88888888/224/3221226098/1.m3u8
湖北卫视,http://39.134.52.153/PLTV/88888888/224/3221226100/1.m3u8
天津卫视,http://39.134.52.153/PLTV/88888888/224/3221226103/1.m3u8
甘肃卫视,http://39.134.52.153/PLTV/88888888/224/3221226104/1.m3u8
深圳卫视高清,http://39.134.52.153/PLTV/88888888/224/3221226105/1.m3u8
东方卫视,http://39.134.52.153/PLTV/88888888/224/3221226106/1.m3u8
山东卫视,http://39.134.52.153/PLTV/88888888/224/3221226107/1.m3u8
贵州卫视,http://39.134.52.153/PLTV/88888888/224/3221226102/1.m3u8
CETV-2,http://39.134.52.153/PLTV/88888888/224/3221226108/1.m3u8
CGTN,http://39.134.52.153/PLTV/88888888/224/3221226110/1.m3u8
青海卫视,http://39.134.52.153/PLTV/88888888/224/3221226111/1.m3u8
中央-4高清,http://39.134.52.153/PLTV/88888888/224/3221226114/1.m3u8
海南卫视,http://39.134.52.153/PLTV/88888888/224/3221226109/1.m3u8
河南卫视,http://39.134.52.153/PLTV/88888888/224/3221226115/1.m3u8
中央-9高清,http://39.134.52.153/PLTV/88888888/224/3221226112/1.m3u8
湖南卫视高清,http://39.134.52.153/PLTV/88888888/224/3221226113/1.m3u8
中央-2高清,http://39.134.52.153/PLTV/88888888/224/3221226116/1.m3u8
云南卫视,http://39.134.52.153/PLTV/88888888/224/3221226117/1.m3u8
中央-15,http://39.134.52.153/PLTV/88888888/224/3221226118/1.m3u8
广西卫视,http://39.134.52.153/PLTV/88888888/224/3221226119/1.m3u8
中央-14高清,http://39.134.52.153/PLTV/88888888/224/3221226120/1.m3u8
深圳卫视,http://39.134.52.153/PLTV/88888888/224/3221226121/1.m3u8
内蒙古卫视,http://39.134.52.153/PLTV/88888888/224/3221226123/1.m3u8
东南卫视,http://39.134.52.153/PLTV/88888888/224/3221226124/1.m3u8
辽宁卫视高清,http://39.134.52.153/PLTV/88888888/224/3221226125/1.m3u8
中央-7,http://39.134.52.153/PLTV/88888888/224/3221226126/1.m3u8
吉林卫视,http://39.134.52.153/PLTV/88888888/224/3221226127/1.m3u8
中央-1高清,http://39.134.52.153/PLTV/88888888/224/3221226128/1.m3u8
湖南卫视,http://39.134.52.153/PLTV/88888888/224/3221226129/1.m3u8
中央-10高清,http://39.134.52.153/PLTV/88888888/224/3221226122/1.m3u8
河北卫视,http://39.134.52.153/PLTV/88888888/224/3221226131/1.m3u8
中央-12,http://39.134.52.153/PLTV/88888888/224/3221226130/1.m3u8
中央-10,http://39.134.52.153/PLTV/88888888/224/3221226132/1.m3u8
广东卫视,http://39.134.52.153/PLTV/88888888/224/3221226133/1.m3u8
安徽卫视,http://39.134.52.153/PLTV/88888888/224/3221226134/1.m3u8
广东卫视高清,http://39.134.52.153/PLTV/88888888/224/3221226135/1.m3u8
重庆卫视,http://39.134.52.153/PLTV/88888888/224/3221226137/1.m3u8
中央-5+高清,http://39.134.52.153/PLTV/88888888/224/3221226136/1.m3u8
CETV-1,http://39.134.52.153/PLTV/88888888/224/3221226139/1.m3u8
中央-5,http://39.134.52.153/PLTV/88888888/224/3221226138/1.m3u8
中央-9,http://39.134.52.153/PLTV/88888888/224/3221226141/1.m3u8
中央-2,http://39.134.52.153/PLTV/88888888/224/3221226145/1.m3u8
中央-7高清,http://39.134.52.153/PLTV/88888888/224/3221226143/1.m3u8
PP体育12,http://39.134.52.153/PLTV/88888888/224/3221226146/1.m3u8
中央-1,http://39.134.52.153/PLTV/88888888/224/3221226147/1.m3u8
PP体育13,http://39.134.52.153/PLTV/88888888/224/3221226148/1.m3u8
中央-14,http://39.134.52.153/PLTV/88888888/224/3221226149/1.m3u8
中央-12高清,http://39.134.52.153/PLTV/88888888/224/3221226151/1.m3u8
PP体育14,http://39.134.52.153/PLTV/88888888/224/3221226150/1.m3u8
北京卫视,http://39.134.52.153/PLTV/88888888/224/3221226153/1.m3u8
东方卫视高清,http://39.134.52.153/PLTV/88888888/224/3221226155/1.m3u8
咪咕视频1,http://39.134.52.153/PLTV/88888888/224/3221226154/1.m3u8
咪咕视频2,http://39.134.52.153/PLTV/88888888/224/3221226156/1.m3u8
